index,artist_name,track_name,danceability,energy,key,loudness,speechiness,accousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_date
19,Fifth Harmony,Por Favor - Spanglish Version,0.759,0.76,2,-5.427,0.0706,0.188,2.1e-06,0.0607,0.733,98.029,198912,2017-10-29
19,Fifth Harmony,Down,0.53,0.512,8,-7.094,0.133,0.0162,7.04e-05,0.128,0.401,196.121,165200,2017-08-25
19,Fifth Harmony,That's My Girl,0.596,0.851,5,-4.245,0.121,0.0358,3.19e-05,0.365,0.612,202.052,204000,2016-05-27
19,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),0.808,0.586,8,-5.934,0.0428,0.0793,5.49e-06,0.0659,0.588,104.991,214493,2016-05-27
19,Fifth Harmony,The Life,0.739,0.762,0,-5.633,0.0486,0.171,0,0.107,0.744,104.0,200893,2016-05-27
19,Fifth Harmony,Write On Me,0.441,0.692,7,-5.427,0.128,0.359,1.94e-06,0.161,0.475,189.879,219560,2016-05-27
19,Fifth Harmony,I Lied,0.674,0.778,8,-4.961,0.179,0.0774,0,0.308,0.492,118.039,203587,2016-05-27
19,Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),0.689,0.791,0,-5.194,0.053,0.023,0,0.0526,0.755,95.04,210573,2016-05-27
19,Fifth Harmony,Squeeze,0.642,0.577,0,-7.692,0.0366,0.424,2.71e-06,0.0779,0.314,99.977,213093,2016-05-27
19,Fifth Harmony,Gonna Get Better,0.702,0.663,3,-5.533,0.109,0.181,0,0.154,0.468,91.989,216880,2016-05-27
19,Fifth Harmony,Scared of Happy,0.714,0.837,6,-3.252,0.0398,0.177,2.09e-05,0.114,0.479,112.009,203533,2016-05-27
19,Fifth Harmony,Not That Kinda Girl (feat. Missy Elliott),0.795,0.908,1,-3.126,0.165,0.0175,1.01e-05,0.0418,0.63,115.034,191133,2016-05-27
19,Fifth Harmony,No Way,0.544,0.872,6,-6.119,0.314,0.184,0.000121,0.105,0.482,89.543,176053,2016-05-27
19,Fifth Harmony,Worth It,0.854,0.766,8,-3.721,0.0827,0.0464,8.05e-05,0.217,0.541,99.997,186613,2016-05-27
19,Fifth Harmony,Big Bad Wolf,0.677,0.569,1,-6.461,0.0777,0.136,0,0.192,0.326,97.081,197747,2016-05-27
19,Fifth Harmony,1000 Hands,0.304,0.311,4,-7.344,0.0309,0.949,2.47e-06,0.104,0.215,64.981,199600,2016-05-27
19,Fifth Harmony,Top Down,0.831,0.677,1,-4.363,0.0429,0.244,1.34e-06,0.0443,0.759,101.025,220320,2014
19,Fifth Harmony,BO$$,0.813,0.872,9,-5.224,0.107,0.00621,0,0.0498,0.736,103.016,171413,2014
19,Fifth Harmony,Sledgehammer,0.671,0.777,2,-4.322,0.046,0.0057,0.0011,0.0783,0.289,99.98,230907,2014
19,Fifth Harmony,Worth It (feat. Kid Ink),0.884,0.765,8,-3.865,0.0882,0.063,7.04e-06,0.118,0.594,99.987,224573,2015-01-20
19,Fifth Harmony,This is How We Roll,0.711,0.537,11,-5.806,0.0571,0.0726,0,0.286,0.409,127.924,272160,2014
19,Fifth Harmony,Everlasting Love,0.574,0.653,9,-4.678,0.129,0.126,4.49e-06,0.0607,0.726,94.886,184507,2014
19,Fifth Harmony,Like Mariah (feat. Tyga),0.735,0.77,4,-4.851,0.143,0.112,0,0.129,0.492,97.981,208187,2014
19,Fifth Harmony,Them Girls Be Like,0.804,0.742,6,-3.894,0.0284,0.317,0,0.341,0.916,95.019,162627,2014
19,Fifth Harmony,Reflection,0.722,0.614,1,-4.519,0.191,0.5,0,0.0422,0.753,150.288,188560,2014
19,Fifth Harmony,Suga Mama,0.728,0.855,0,-6.806,0.379,0.0768,0,0.07,0.723,160.037,219133,2014
19,Fifth Harmony,We Know,0.425,0.336,10,-7.606,0.0542,0.586,0,0.0729,0.294,83.926,177173,2014
19,Fifth Harmony,Body Rock,0.676,0.75,11,-5.205,0.0808,0.016,0,0.0988,0.407,128.037,243600,2014
19,Fifth Harmony,Brave Honest Beautiful (feat. Meghan Trainor),0.511,0.872,6,-3.588,0.145,0.147,0,0.357,0.704,99.314,208293,2014
19,Fifth Harmony,Don't Wanna Dance Alone,0.777,0.789,1,-3.574,0.0563,0.0367,2.46e-05,0.0599,0.854,119.017,230173,2014
19,Fifth Harmony,Miss Movin' On,0.464,0.845,6,-2.927,0.0508,0.0297,6.4e-06,0.302,0.437,75.029,194253,2014
19,Fifth Harmony,Better Together,0.605,0.747,10,-3.904,0.214,0.0496,0,0.104,0.492,179.999,194093,2014
19,Fifth Harmony,Who Are You,0.63,0.295,8,-7.26,0.029,0.886,0,0.131,0.297,123.152,236613,2014
19,Fifth Harmony,Leave My Heart Out Of This,0.601,0.824,11,-4.889,0.0986,0.0936,0,0.0889,0.559,154.1,230827,2014
19,Fifth Harmony,Me & My Girls,0.567,0.85,9,-3.43,0.118,0.0188,0,0.126,0.521,134.941,204013,2014
19,Fifth Harmony,I'm In Love With a Monster,0.666,0.812,6,-4.07,0.0647,0.0597,0,0.0603,0.868,145.059,211932,2015-08-14
19,Fifth Harmony,Miss Movin' On - Papercha$er Remix,0.438,0.939,3,-3.729,0.256,0.0308,0.444,0.169,0.367,129.921,247533,2014
19,Fifth Harmony,He Like That - Recorded at Spotify Studios NYC,0.562,0.542,0,-8.23,0.0566,0.00334,0,0.0959,0.59,147.067,217571,2017-12-06
19,Fifth Harmony,Feels - Recorded at Spotify Studios NYC,0.545,0.292,11,-10.594,0.0331,0.86,0,0.2,0.756,99.855,95628,2017-12-06
19,Fifth Harmony,"Can You See - Spotify Singles - Holiday, Recorded at Spotify Studios NYC",0.554,0.422,8,-10.761,0.0439,0.329,3.13e-05,0.0986,0.3,99.676,242879,2017-11-29
19,Fifth Harmony,Por Favor,0.752,0.761,2,-4.63,0.0926,0.209,2.64e-06,0.0625,0.697,98.025,199067,2017-10-27
19,Fifth Harmony,He Like That (feat. French Montana) - French Montana Remix,0.653,0.65,0,-6.018,0.1,0.389,1.74e-05,0.135,0.564,146.944,215589,2017-10-20
19,Fifth Harmony,Can You See,0.623,0.472,8,-8.21,0.0324,0.27,0,0.189,0.351,99.996,237013,2017-10-17
19,Fifth Harmony,That's My Girl - Ryan Riback Remix,0.679,0.864,5,-4.619,0.0471,0.00271,0.000399,0.104,0.41,107.034,196435,2016-12-09
19,Fifth Harmony,That's My Girl - jimmie Club Mix,0.726,0.911,5,-2.008,0.0429,0.0116,0.000274,0.0239,0.465,118.015,218136,2016-12-09
19,Fifth Harmony,That's My Girl - Eva Shaw Remix,0.755,0.886,5,-4.091,0.0414,0.0349,0.0118,0.369,0.627,108.024,193533,2016-12-09
19,Fifth Harmony,That's My Girl - Boaz van de Beatz Rework,0.67,0.836,5,-5.292,0.0556,0.0118,0,0.283,0.419,104.989,205695,2016-12-09
19,Fifth Harmony,Worth It (Dame Esta Noche) (feat. Kid Ink),0.906,0.702,8,-4.231,0.108,0.0512,1.57e-05,0.155,0.616,100.011,223424,2015-07-10
